"id"	"name"
"TO:0020084"	"spiral leaf"
"TO:0020085"	"stem senescence"
"TO:0020086"	"neck leaf presence"
"TO:0020087"	"root cracking"
"TO:0020088"	"total water soluble content"
"TO:0020089"	"iron content trait"
"TO:0020090"	"zinc content trait"
"TO:0020091"	"manganese content"
"TO:0020092"	"copper content trait"
"TO:0020093"	"nitrogen content"
"TO:0020094"	"nitrate content"
"TO:0020095"	"stomatal process related trait"
"TO:0020096"	"mineral and ion transport trait"
"TO:0020097"	"stomatal opening"
"TO:0020098"	"nitrate sensitivity"
"TO:0020099"	"nitrate transport"
"TO:0020100"	"nitrate uptake"
"TO:0020101"	"starch mobilization"
"TO:0020102"	"phosphate content"
"TO:0020103"	"adventitious root length"
"TO:0020104"	"adventitious rootless"
"TO:0020105"	"CW-cytoplasmic male sterility"
"TO:0020106"	"Indole-3-acetic acid content"
"TO:0020107"	"plant cell length"
"TO:0020108"	"root cortical cell length"
"TO:0020109"	"vascular bundle development trait"
"TO:0020110"	"gynoecium development trait"
"TO:0020111"	"ovary development trait"
"TO:0020112"	"phosphorus toxicity"
"TO:0020114"	"shoot system phosphorus content"
"TO:0020115"	"chlorophyll fluorescence quenching"
"TO:0020116"	"photochemical quenching"
"TO:0020117"	"non photochemical quenching"
"TO:0020118"	"neoxanthin content"
"TO:0020119"	"violaxanthin content"
"TO:0020120"	"involucral bract spine presence"
"TO:0020121"	"arachnid damage resistance"
"TO:0020122"	"two-spotted spider mite resistance"
"TO:0020123"	"ethanol yield from biomass"
"TO:1000000"	"stem internode bent"
"TO:1000001"	"obsolete cotyledon size"
"TO:1000002"	"secondary xylem volumetric density"
"TO:1000003"	"shoot axis node color"
"TO:1000004"	"infructescence position"
"TO:1000006"	"tuberous root tuber diameter"
"TO:1000007"	"tuberous root tuber morphology trait"
"TO:1000008"	"branch position"
"TO:1000009"	"branch angle"
"TO:1000010"	"caruncle color"
"TO:1000011"	"fruit position"
"TO:1000012"	"whole plant size"
"TO:1000013"	"leaf lamina lobe morphology trait"
"TO:1000014"	"leaf lamina lobe length"
"TO:1000015"	"leaf lamina lobe width"
"TO:1000016"	"plant ovary color"
"TO:1000017"	"stem cortex color"
"TO:1000018"	"stem epidermis color"
"TO:1000019"	"disk flower color"
"TO:1000020"	"stipule length"
"TO:1000021"	"plant ovary morphology"
"TO:1000022"	"anther morphology trait"
"TO:1000023"	"lemma morphology trait"
"TO:1000024"	"palea morphology trait"
"TO:1000025"	"root system aluminum content"
"TO:1000026"	"root system arsenic content"
"TO:1000027"	"root system boron content"
"TO:1000028"	"root system barium content"
"TO:1000029"	"root system calcium content"
"TO:1000030"	"root system cadmium content"
"TO:1000031"	"root system cobalt content"
"TO:1000032"	"root system chromium content"
"TO:1000033"	"root system copper content"
"TO:1000034"	"root system iron content"
"TO:1000035"	"root system iodine content"
"TO:1000036"	"root system potassium content"
"TO:1000037"	"root system lithium content"
"TO:1000038"	"root system magnesium content"
"TO:1000039"	"root system manganese content"
"TO:1000040"	"root system molybdenum content"
"TO:1000041"	"root system sodium content"
"TO:1000042"	"root system nickel content"
"TO:1000043"	"root system phosphorus content"
"TO:1000044"	"root system lead content"
"TO:1000045"	"root system rubidium content"
"TO:1000046"	"root system sulfur content"
"TO:1000047"	"root system selenium content"
"TO:1000048"	"root system silicon content"
"TO:1000049"	"root system strontium content"
"TO:1000050"	"root system zinc content"
"TO:1000051"	"shoot system aluminum content"
"TO:1000052"	"shoot system arsenic content"
"TO:1000053"	"shoot system boron content"
"TO:1000054"	"shoot system barium content"
"TO:1000055"	"shoot system calcium content"
"TO:1000056"	"shoot system cadmium content"
"TO:1000057"	"shoot system cobalt content"
"TO:1000058"	"shoot system chromium content"
"TO:1000059"	"shoot system copper content"
"TO:1000060"	"shoot system iron content"
"TO:1000061"	"shoot system iodine content"
"TO:1000062"	"shoot system lithium content"
"TO:1000063"	"shoot system magnesium content"
"TO:1000064"	"shoot system manganese content"
"TO:1000065"	"shoot system molybdenum content"
"TO:1000066"	"shoot system nickel content"
"TO:1000067"	"shoot system lead content"
"TO:1000068"	"shoot system rubidium content"
"TO:1000069"	"shoot system sulfur content"
"TO:1000070"	"shoot system selenium content"
"TO:1000071"	"shoot system silicon content"
"TO:1000072"	"shoot system strontium content"
"TO:1000073"	"shoot system zinc content"
"TO:1000074"	"linolenic acid content"
"TO:1000075"	"palmitic acid content"
